Rk,Player,Age,Tm,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,PPG,APG,RPG,SPG,BPG,PPG_Score,APG_Score,RPG_Score,SPG_Score,BPG_Score,eFG%_Score,win_percentage,ranking,MVP
412.0,Wendell Moore Jr.,23.0,2TM,SG,36.0,1.0,13.9,1.6,3.5,0.468,0.4,1.1,0.341,1.3,2.4,0.529,0.524,0.5,0.6,0.818,0.8,1.8,2.6,1.2,0.6,0.1,0.8,0.9,4.2,,0.11666666666666667,0.03333333333333333,0.07222222222222223,0.016666666666666666,0.002777777777777778,0.008333333333333333,0.006666666666666666,0.009027777777777779,0.016666666666666666,0.002777777777777778,0.4192,,,0
413.0,Dominick Barlow,21.0,ATL,SF,35.0,4.0,10.7,1.7,3.2,0.531,0.2,0.8,0.259,1.5,2.5,0.616,0.562,0.6,0.9,0.636,1.0,1.4,2.4,0.5,0.3,0.5,0.1,1.3,4.2,,0.12000000000000001,0.014285714285714285,0.06857142857142857,0.008571428571428572,0.014285714285714285,0.008571428571428572,0.002857142857142857,0.008571428571428572,0.008571428571428572,0.014285714285714285,0.44960000000000006,0.488,16.0,0
414.0,Kessler Edwards,24.0,DAL,SF,40.0,18.0,15.2,1.7,3.4,0.496,0.6,1.4,0.407,1.1,2.0,0.556,0.578,0.3,0.3,0.923,0.6,2.3,2.9,1.1,0.5,0.5,0.4,1.6,4.2,,0.10500000000000001,0.027500000000000004,0.0725,0.0125,0.0125,0.007500000000000001,0.0055000000000000005,0.0090625,0.0125,0.0125,0.4624,0.476,19.0,0
415.0,Oso Ighodaro,22.0,PHO,PF,61.0,6.0,17.1,1.9,3.1,0.604,0.0,0.0,0.0,1.9,3.0,0.611,0.604,0.5,0.8,0.58,1.1,2.6,3.6,1.2,0.5,0.5,0.6,1.7,4.2,,0.06885245901639345,0.019672131147540982,0.05901639344262295,0.00819672131147541,0.00819672131147541,0.004918032786885246,0.003934426229508197,0.007377049180327869,0.00819672131147541,0.00819672131147541,0.48319999999999996,0.439,21.0,0
416.0,Kris Murray,24.0,POR,SF,69.0,6.0,15.1,1.7,4.0,0.419,0.4,1.7,0.225,1.3,2.3,0.566,0.468,0.4,0.8,0.456,1.1,1.5,2.6,1.0,0.5,0.2,0.6,1.0,4.2,,0.06086956521739131,0.014492753623188406,0.03768115942028986,0.007246376811594203,0.002898550724637681,0.004347826086956522,0.002898550724637681,0.004710144927536232,0.007246376811594203,0.002898550724637681,0.3744,0.439,22.0,0
417.0,Duop Reath,28.0,POR,C,46.0,0.0,10.2,1.5,3.6,0.422,0.7,2.3,0.321,0.8,1.3,0.6,0.524,0.4,0.5,0.909,1.0,1.0,2.0,0.6,0.3,0.3,0.3,0.9,4.2,,0.09130434782608696,0.013043478260869565,0.043478260869565216,0.006521739130434782,0.006521739130434782,0.006521739130434782,0.002608695652173913,0.005434782608695652,0.006521739130434782,0.006521739130434782,0.4192,0.439,22.0,0
418.0,Cam Spencer,24.0,MEM,SG,25.0,1.0,10.1,1.4,3.3,0.415,0.8,2.1,0.365,0.6,1.2,0.5,0.53,0.8,0.8,1.0,0.5,0.7,1.2,1.4,0.4,0.0,0.2,0.9,4.2,,0.168,0.055999999999999994,0.048,0.016,0.0,0.012,0.011199999999999998,0.006,0.016,0.0,0.42400000000000004,0.585,13.0,0
419.0,Maxwell Lewis,22.0,2TM,SF,28.0,1.0,11.7,1.6,3.9,0.417,0.7,1.8,0.38,0.9,2.1,0.448,0.505,0.3,0.4,0.7,0.6,1.3,2.0,0.7,0.3,0.3,0.5,1.0,4.1,,0.1464285714285714,0.024999999999999998,0.07142857142857142,0.010714285714285714,0.010714285714285714,0.010459183673469387,0.004999999999999999,0.008928571428571428,0.010714285714285714,0.010714285714285714,0.404,,,0
420.0,Jaylen Clark,23.0,MIN,SG,40.0,4.0,13.1,1.4,3.0,0.467,0.6,1.3,0.431,0.9,1.7,0.493,0.558,0.7,0.9,0.784,0.7,0.7,1.3,0.7,0.9,0.1,0.2,1.5,4.1,,0.1025,0.017499999999999998,0.0325,0.0225,0.0025,0.007321428571428571,0.0034999999999999996,0.0040625,0.0225,0.0025,0.4464,0.598,10.0,0
421.0,Caleb Houstan,22.0,ORL,SF,58.0,6.0,13.6,1.4,3.3,0.421,1.1,2.8,0.4,0.3,0.5,0.533,0.589,0.3,0.3,0.882,0.3,1.0,1.3,0.6,0.4,0.1,0.2,1.1,4.1,,0.07068965517241378,0.010344827586206896,0.022413793103448276,0.006896551724137932,0.001724137931034483,0.005049261083743842,0.0020689655172413794,0.0028017241379310344,0.006896551724137932,0.001724137931034483,0.47119999999999995,0.5,15.0,0
422.0,Jordan Miller,25.0,LAC,SF,37.0,0.0,11.4,1.6,3.6,0.433,0.2,1.0,0.211,1.4,2.6,0.521,0.463,0.8,0.9,0.8,0.6,0.9,1.6,0.9,0.5,0.1,0.7,0.7,4.1,,0.1108108108108108,0.024324324324324326,0.043243243243243246,0.013513513513513514,0.002702702702702703,0.007915057915057915,0.0048648648648648655,0.005405405405405406,0.013513513513513514,0.002702702702702703,0.3704,0.61,9.0,0
423.0,Jalen Pickett,25.0,DEN,SG,49.0,4.0,13.6,1.6,3.7,0.428,0.8,2.1,0.396,0.8,1.6,0.468,0.539,0.1,0.2,0.75,0.3,1.1,1.4,2.2,0.4,0.1,0.5,0.8,4.1,,0.08367346938775509,0.04489795918367347,0.02857142857142857,0.00816326530612245,0.0020408163265306124,0.005976676384839649,0.008979591836734694,0.0035714285714285713,0.00816326530612245,0.0020408163265306124,0.4312,0.61,8.0,0
424.0,Paul Reed,25.0,DET,C,45.0,0.0,9.7,1.6,3.2,0.507,0.2,0.6,0.286,1.4,2.5,0.561,0.535,0.7,0.9,0.762,0.9,1.8,2.7,1.0,0.9,0.6,0.6,1.7,4.1,,0.0911111111111111,0.022222222222222223,0.060000000000000005,0.02,0.013333333333333332,0.006507936507936507,0.0044444444444444444,0.007500000000000001,0.02,0.013333333333333332,0.42800000000000005,0.537,14.0,0
425.0,Gui Santos,22.0,GSW,PF,56.0,2.0,13.6,1.5,3.2,0.458,0.6,1.8,0.33,0.9,1.4,0.632,0.553,0.5,0.8,0.69,1.3,1.8,3.1,1.4,0.4,0.2,0.8,1.6,4.1,,0.0732142857142857,0.024999999999999998,0.05535714285714286,0.0071428571428571435,0.0035714285714285718,0.005229591836734693,0.004999999999999999,0.006919642857142858,0.0071428571428571435,0.0035714285714285718,0.4424,0.585,12.0,0
426.0,Jarred Vanderbilt,25.0,LAL,PF,36.0,2.0,16.1,1.6,3.4,0.488,0.3,0.9,0.281,1.4,2.5,0.562,0.525,0.6,1.0,0.556,1.9,3.2,5.1,1.1,1.0,0.3,0.8,1.9,4.1,,0.11388888888888887,0.030555555555555558,0.14166666666666666,0.027777777777777776,0.008333333333333333,0.008134920634920634,0.006111111111111111,0.017708333333333333,0.027777777777777776,0.008333333333333333,0.42000000000000004,0.61,7.0,0
427.0,Colby Jones,22.0,2TM,SG,39.0,0.0,13.2,1.5,3.3,0.457,0.4,1.3,0.327,1.1,2.1,0.538,0.519,0.6,0.9,0.657,0.5,1.7,2.2,1.1,0.7,0.3,0.6,0.9,4.0,,0.10256410256410256,0.02820512820512821,0.05641025641025642,0.017948717948717947,0.007692307692307692,0.007326007326007326,0.0056410256410256415,0.007051282051282052,0.017948717948717947,0.007692307692307692,0.4152,,,0
428.0,Nicolas Batum,36.0,LAC,PF,78.0,8.0,17.5,1.3,3.1,0.437,1.1,2.6,0.433,0.2,0.4,0.457,0.622,0.2,0.3,0.81,0.6,2.2,2.8,1.1,0.7,0.5,0.4,1.4,4.0,,0.05128205128205128,0.014102564102564105,0.035897435897435895,0.008974358974358974,0.00641025641025641,0.003663003663003663,0.0028205128205128207,0.004487179487179487,0.008974358974358974,0.00641025641025641,0.4976,0.61,9.0,0
429.0,Malachi Flynn,26.0,CHO,PG,4.0,0.0,11.0,1.3,3.3,0.385,0.3,1.0,0.25,1.0,2.3,0.444,0.423,1.3,1.5,0.833,0.8,1.0,1.8,1.8,0.8,0.0,1.0,1.0,4.0,,1.0,0.45,0.45,0.2,0.0,0.07142857142857142,0.09,0.05625,0.2,0.0,0.3384,0.232,28.0,0
430.0,Ron Harper Jr.,24.0,DET,SF,1.0,0.0,17.0,1.0,8.0,0.125,0.0,6.0,0.0,1.0,2.0,0.5,0.125,2.0,2.0,1.0,4.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,4.0,,4.0,2.0,7.0,0.0,0.0,0.2857142857142857,0.4,0.875,0.0,0.0,0.1,0.537,14.0,0
431.0,Josh Richardson,31.0,MIA,SG,8.0,0.0,18.8,1.4,4.8,0.289,0.8,2.8,0.273,0.6,2.0,0.313,0.368,0.5,0.5,1.0,0.8,0.8,1.5,1.5,1.0,0.1,1.0,2.1,4.0,,0.5,0.1875,0.1875,0.125,0.0125,0.03571428571428571,0.0375,0.0234375,0.125,0.0125,0.2944,0.451,20.0,0
432.0,Steven Adams,31.0,HOU,C,58.0,3.0,13.7,1.6,2.9,0.545,0.0,0.0,0.0,1.6,2.8,0.552,0.545,0.7,1.6,0.462,2.9,2.8,5.6,1.1,0.4,0.5,0.9,1.0,3.9,,0.06724137931034482,0.018965517241379314,0.09655172413793103,0.006896551724137932,0.008620689655172414,0.00480295566502463,0.0037931034482758625,0.01206896551724138,0.006896551724137932,0.008620689655172414,0.43600000000000005,0.634,4.0,0
433.0,Kyle Lowry,38.0,PHI,PG,35.0,12.0,18.8,1.2,3.3,0.35,0.8,2.5,0.33,0.3,0.8,0.414,0.474,0.8,0.9,0.818,0.3,1.6,1.9,2.7,0.9,0.3,0.6,1.8,3.9,,0.11142857142857143,0.07714285714285715,0.054285714285714284,0.025714285714285714,0.008571428571428572,0.007959183673469388,0.01542857142857143,0.0067857142857142855,0.025714285714285714,0.008571428571428572,0.3792,0.293,26.0,0
434.0,Olivier-Maxence Prosper,22.0,DAL,PF,52.0,4.0,11.2,1.3,3.3,0.402,0.2,1.0,0.235,1.1,2.4,0.472,0.437,0.9,1.5,0.645,0.8,1.6,2.4,0.8,0.5,0.1,0.3,0.5,3.9,,0.075,0.015384615384615385,0.04615384615384615,0.009615384615384616,0.0019230769230769232,0.005357142857142857,0.003076923076923077,0.005769230769230769,0.009615384615384616,0.0019230769230769232,0.3496,0.476,19.0,0
435.0,Patty Mills,36.0,2TM,PG,29.0,0.0,11.1,1.2,3.3,0.375,0.9,2.6,0.347,0.3,0.7,0.476,0.51,0.4,0.5,0.929,0.1,0.6,0.8,0.9,0.4,0.1,0.6,0.8,3.8,,0.13103448275862067,0.03103448275862069,0.027586206896551727,0.013793103448275864,0.003448275862068966,0.009359605911330048,0.006206896551724138,0.003448275862068966,0.013793103448275864,0.003448275862068966,0.40800000000000003,,,0
436.0,Branden Carlson,25.0,OKC,C,32.0,0.0,7.7,1.3,3.0,0.443,0.7,2.1,0.333,0.7,1.0,0.677,0.557,0.4,0.6,0.778,0.5,1.2,1.7,0.4,0.2,0.7,0.2,0.7,3.8,,0.11875,0.0125,0.053125,0.00625,0.021875,0.008482142857142856,0.0025,0.006640625,0.00625,0.021875,0.44560000000000005,0.829,1.0,0
437.0,Devin Carter,22.0,SAC,PG,36.0,0.0,11.0,1.3,3.5,0.37,0.5,1.7,0.295,0.8,1.8,0.439,0.441,0.7,1.2,0.591,0.5,1.6,2.1,1.1,0.6,0.1,0.5,1.1,3.8,,0.10555555555555556,0.030555555555555558,0.058333333333333334,0.016666666666666666,0.002777777777777778,0.00753968253968254,0.006111111111111111,0.007291666666666667,0.016666666666666666,0.002777777777777778,0.3528,0.488,17.0,0
438.0,Ousmane Dieng,21.0,OKC,C,37.0,1.0,10.9,1.5,3.4,0.432,0.6,1.9,0.324,0.8,1.5,0.574,0.524,0.3,0.4,0.688,0.5,1.7,2.2,0.8,0.5,0.2,0.5,0.9,3.8,,0.1027027027027027,0.021621621621621623,0.05945945945945946,0.013513513513513514,0.005405405405405406,0.007335907335907335,0.004324324324324324,0.007432432432432433,0.013513513513513514,0.005405405405405406,0.4192,0.829,1.0,0
439.0,Markieff Morris,35.0,2TM,PF,15.0,2.0,11.0,1.4,4.7,0.3,0.6,2.4,0.25,0.8,2.3,0.353,0.364,0.3,0.4,0.833,0.2,1.3,1.5,1.4,0.1,0.2,0.3,1.1,3.7,,0.24666666666666667,0.09333333333333332,0.1,0.006666666666666667,0.013333333333333334,0.01761904761904762,0.018666666666666665,0.0125,0.006666666666666667,0.013333333333333334,0.2912,,,0
440.0,Emoni Bates,21.0,CLE,SF,10.0,0.0,7.5,1.3,3.8,0.342,1.1,3.0,0.367,0.2,0.8,0.25,0.487,0.0,0.0,,0.0,0.7,0.7,0.8,0.1,0.1,0.2,0.4,3.7,,0.37,0.08,0.06999999999999999,0.01,0.01,0.02642857142857143,0.016,0.008749999999999999,0.01,0.01,0.3896,0.78,2.0,0
441.0,DeAndre Jordan,36.0,DEN,C,56.0,5.0,12.3,1.6,2.5,0.65,0.0,0.0,,1.6,2.5,0.65,0.65,0.5,1.1,0.422,1.5,3.6,5.1,0.9,0.3,0.5,0.7,1.3,3.7,,0.06607142857142857,0.016071428571428573,0.09107142857142857,0.005357142857142857,0.008928571428571428,0.004719387755102041,0.0032142857142857147,0.011383928571428571,0.005357142857142857,0.008928571428571428,0.52,0.61,8.0,0
442.0,Craig Porter Jr.,24.0,CLE,PG,51.0,1.0,10.1,1.4,2.7,0.514,0.4,0.9,0.438,1.0,1.8,0.554,0.589,0.5,0.6,0.719,0.4,0.9,1.3,1.4,0.3,0.3,0.7,0.5,3.7,,0.07254901960784314,0.027450980392156862,0.025490196078431372,0.0058823529411764705,0.0058823529411764705,0.005182072829131653,0.005490196078431373,0.0031862745098039215,0.0058823529411764705,0.0058823529411764705,0.47119999999999995,0.78,2.0,0
443.0,Jackson Rowe,28.0,GSW,PF,6.0,0.0,8.7,1.3,2.8,0.471,0.5,1.7,0.3,0.8,1.2,0.714,0.559,0.5,1.0,0.5,0.5,1.3,1.8,0.7,0.7,0.0,0.2,0.7,3.7,,0.6166666666666667,0.11666666666666665,0.3,0.11666666666666665,0.0,0.04404761904761905,0.02333333333333333,0.0375,0.11666666666666665,0.0,0.44720000000000004,0.585,12.0,0
444.0,Blake Wesley,21.0,SAS,SG,58.0,0.0,11.8,1.4,3.2,0.435,0.3,1.0,0.293,1.1,2.2,0.5,0.481,0.7,1.1,0.623,0.3,0.8,1.1,2.0,0.6,0.1,0.9,0.8,3.7,,0.06379310344827586,0.034482758620689655,0.018965517241379314,0.010344827586206896,0.001724137931034483,0.0045566502463054185,0.006896551724137931,0.002370689655172414,0.010344827586206896,0.001724137931034483,0.3848,0.415,23.0,0
445.0,JT Thor,22.0,2TM,PF,20.0,0.0,12.5,1.3,3.0,0.424,0.3,1.1,0.286,1.0,1.9,0.5,0.475,0.8,1.1,0.682,1.0,1.4,2.4,0.3,0.4,0.5,0.5,0.9,3.6,,0.18,0.015,0.12,0.02,0.025,0.012857142857142857,0.003,0.015,0.02,0.025,0.38,,,0
446.0,Baylor Scheierman,24.0,BOS,SG,31.0,2.0,12.4,1.3,3.5,0.355,0.8,2.6,0.317,0.4,0.9,0.464,0.473,0.3,0.4,0.75,0.6,1.5,2.1,1.1,0.5,0.1,0.4,0.7,3.6,,0.11612903225806452,0.035483870967741936,0.06774193548387097,0.016129032258064516,0.0032258064516129032,0.008294930875576038,0.0070967741935483875,0.008467741935483872,0.016129032258064516,0.0032258064516129032,0.37839999999999996,0.744,3.0,0
447.0,Jae'Sean Tate,29.0,HOU,SF,52.0,2.0,11.3,1.3,2.8,0.473,0.3,0.9,0.348,1.0,2.0,0.529,0.527,0.6,0.9,0.681,1.0,1.3,2.3,0.9,0.5,0.1,0.4,1.6,3.6,,0.06923076923076923,0.01730769230769231,0.044230769230769226,0.009615384615384616,0.0019230769230769232,0.004945054945054946,0.0034615384615384616,0.005528846153846153,0.009615384615384616,0.0019230769230769232,0.42160000000000003,0.634,4.0,0
448.0,Jaylon Tyson,22.0,CLE,SG,47.0,3.0,9.6,1.4,3.2,0.43,0.4,1.2,0.345,0.9,1.9,0.484,0.497,0.4,0.5,0.792,0.8,1.3,2.0,0.9,0.3,0.1,0.6,1.1,3.6,,0.07659574468085106,0.019148936170212766,0.0425531914893617,0.006382978723404255,0.002127659574468085,0.00547112462006079,0.003829787234042553,0.005319148936170213,0.006382978723404255,0.002127659574468085,0.3976,0.78,2.0,0
449.0,Elfrid Payton,30.0,2TM,PG,24.0,9.0,21.3,1.7,5.1,0.328,0.0,0.3,0.167,1.6,4.8,0.336,0.332,0.2,0.3,0.571,0.6,2.7,3.3,6.9,1.0,0.5,2.5,1.5,3.5,,0.14583333333333334,0.28750000000000003,0.13749999999999998,0.041666666666666664,0.020833333333333332,0.010416666666666668,0.05750000000000001,0.017187499999999998,0.041666666666666664,0.020833333333333332,0.2656,,,0
450.0,Luka Garza,26.0,MIN,C,39.0,0.0,5.6,1.3,2.7,0.495,0.3,0.9,0.278,1.1,1.8,0.609,0.543,0.6,0.9,0.686,0.8,0.6,1.4,0.3,0.2,0.1,0.3,0.7,3.5,,0.08974358974358974,0.007692307692307692,0.035897435897435895,0.005128205128205128,0.002564102564102564,0.00641025641025641,0.0015384615384615385,0.004487179487179487,0.005128205128205128,0.002564102564102564,0.4344,0.598,10.0,0
451.0,Cory Joseph,33.0,ORL,PG,50.0,16.0,12.2,1.2,3.1,0.403,0.8,2.1,0.364,0.5,0.9,0.489,0.529,0.3,0.4,0.778,0.3,1.1,1.5,1.4,0.5,0.1,0.4,1.0,3.5,,0.07,0.027999999999999997,0.03,0.01,0.002,0.005,0.005599999999999999,0.00375,0.01,0.002,0.4232,0.5,15.0,0
452.0,Doug McDermott,33.0,SAC,SF,42.0,3.0,8.1,1.2,2.8,0.427,1.0,2.4,0.436,0.1,0.4,0.375,0.615,0.1,0.1,0.6,0.1,0.5,0.5,0.2,0.1,0.0,0.1,0.7,3.5,,0.08333333333333333,0.004761904761904762,0.011904761904761904,0.002380952380952381,0.0,0.005952380952380952,0.0009523809523809525,0.001488095238095238,0.002380952380952381,0.0,0.492,0.488,17.0,0
453.0,Dario Šarić,30.0,DEN,C,16.0,4.0,13.1,1.3,3.6,0.362,0.4,1.6,0.269,0.9,2.0,0.438,0.422,0.4,0.6,0.7,0.9,2.3,3.1,1.4,0.4,0.1,0.9,1.2,3.5,,0.21875,0.0875,0.19375,0.025,0.00625,0.015625,0.017499999999999998,0.02421875,0.025,0.00625,0.3376,0.61,8.0,0
454.0,Jamaree Bouyea,25.0,MIL,PG,5.0,1.0,12.4,1.2,2.4,0.5,0.2,1.0,0.2,1.0,1.4,0.714,0.542,0.8,1.2,0.667,0.2,0.8,1.0,2.0,0.8,0.4,1.6,0.4,3.4,,0.6799999999999999,0.4,0.2,0.16,0.08,0.048571428571428564,0.08,0.025,0.16,0.08,0.43360000000000004,0.585,11.0,0
455.0,Bruno Fernando,26.0,TOR,C,17.0,2.0,8.6,1.5,2.9,0.531,0.0,0.0,,1.5,2.9,0.531,0.531,0.4,0.5,0.75,1.2,1.8,3.0,1.1,0.2,0.5,0.8,1.6,3.4,,0.19999999999999998,0.06470588235294118,0.17647058823529413,0.011764705882352941,0.029411764705882353,0.014285714285714285,0.012941176470588237,0.022058823529411766,0.011764705882352941,0.029411764705882353,0.4248,0.366,24.0,0
456.0,Andre Jackson Jr.,23.0,MIL,SG,67.0,43.0,14.6,1.4,2.9,0.477,0.4,1.1,0.395,1.0,1.8,0.529,0.553,0.2,0.4,0.5,1.0,1.7,2.7,1.2,0.5,0.2,0.9,1.7,3.4,,0.050746268656716415,0.01791044776119403,0.04029850746268657,0.007462686567164179,0.0029850746268656717,0.003624733475479744,0.003582089552238806,0.005037313432835821,0.007462686567164179,0.0029850746268656717,0.4424,0.585,11.0,0
457.0,Isaac Jones,24.0,SAC,PF,40.0,0.0,7.6,1.4,2.1,0.651,0.1,0.2,0.375,1.3,1.9,0.68,0.669,0.6,0.9,0.639,0.6,0.9,1.4,0.3,0.1,0.3,0.4,0.8,3.4,,0.08499999999999999,0.0075,0.034999999999999996,0.0025,0.0075,0.0060714285714285705,0.0015,0.0043749999999999995,0.0025,0.0075,0.5352,0.488,17.0,0
458.0,Kevin Knox,25.0,GSW,SF,14.0,0.0,6.0,1.3,2.6,0.5,0.3,1.1,0.267,1.0,1.5,0.667,0.556,0.4,0.6,0.75,0.5,0.7,1.2,0.4,0.1,0.3,0.3,0.4,3.3,,0.2357142857142857,0.028571428571428574,0.08571428571428572,0.0071428571428571435,0.02142857142857143,0.01683673469387755,0.005714285714285715,0.010714285714285714,0.0071428571428571435,0.02142857142857143,0.44480000000000003,0.585,12.0,0
459.0,Damion Lee,32.0,PHO,SG,25.0,0.0,5.8,1.1,3.0,0.365,0.4,1.5,0.243,0.7,1.5,0.486,0.426,0.8,0.8,0.952,0.1,0.7,0.8,0.4,0.2,0.0,0.4,0.2,3.3,,0.132,0.016,0.032,0.008,0.0,0.009428571428571429,0.0032,0.004,0.008,0.0,0.3408,0.439,21.0,0
460.0,Jeenathan Williams,25.0,HOU,SG,20.0,0.0,7.4,1.4,3.1,0.435,0.3,1.3,0.231,1.1,1.8,0.583,0.484,0.3,0.4,0.625,0.3,0.4,0.7,0.5,0.4,0.2,0.7,0.8,3.3,,0.16499999999999998,0.025,0.034999999999999996,0.02,0.01,0.011785714285714285,0.005,0.0043749999999999995,0.02,0.01,0.3872,0.634,4.0,0
461.0,Elijah Harkless,24.0,UTA,SG,10.0,0.0,13.8,1.1,3.5,0.314,0.7,2.5,0.28,0.4,1.0,0.4,0.414,0.3,0.6,0.5,0.9,1.2,2.1,0.8,1.0,0.1,0.3,1.8,3.2,,0.32,0.08,0.21000000000000002,0.1,0.01,0.022857142857142857,0.016,0.026250000000000002,0.1,0.01,0.3312,0.207,30.0,0
462.0,Zeke Nnaji,24.0,DEN,PF,57.0,4.0,10.7,1.2,2.5,0.496,0.3,0.9,0.327,0.9,1.6,0.596,0.557,0.5,0.8,0.614,0.6,1.0,1.6,0.4,0.4,0.7,0.2,1.1,3.2,,0.056140350877192984,0.007017543859649123,0.028070175438596492,0.007017543859649123,0.012280701754385965,0.0040100250626566416,0.0014035087719298247,0.0035087719298245615,0.007017543859649123,0.012280701754385965,0.44560000000000005,0.61,8.0,0
463.0,Cam Reddish,25.0,LAL,SF,33.0,8.0,17.8,1.2,2.8,0.404,0.4,1.4,0.277,0.8,1.4,0.532,0.473,0.5,0.8,0.615,0.5,1.5,2.0,0.7,1.0,0.3,0.4,1.3,3.2,,0.09696969696969697,0.02121212121212121,0.06060606060606061,0.030303030303030304,0.00909090909090909,0.006926406926406926,0.004242424242424242,0.007575757575757576,0.030303030303030304,0.00909090909090909,0.37839999999999996,0.61,7.0,0
464.0,Delon Wright,32.0,2TM,PG,40.0,7.0,15.9,1.1,3.3,0.344,0.5,1.8,0.274,0.6,1.5,0.431,0.42,0.4,0.6,0.6,0.7,1.0,1.7,1.9,0.9,0.3,0.6,0.6,3.1,,0.0775,0.0475,0.042499999999999996,0.0225,0.0075,0.005535714285714285,0.0095,0.0053124999999999995,0.0225,0.0075,0.33599999999999997,,,0
465.0,Kylor Kelley,27.0,2TM,C,11.0,2.0,11.5,1.3,2.0,0.636,0.0,0.0,,1.3,2.0,0.636,0.636,0.5,0.9,0.6,1.1,2.5,3.5,0.5,0.1,0.3,0.4,1.4,3.1,,0.2818181818181818,0.045454545454545456,0.3181818181818182,0.009090909090909092,0.02727272727272727,0.02012987012987013,0.00909090909090909,0.03977272727272727,0.009090909090909092,0.02727272727272727,0.5088,,,0
466.0,Gary Harris,30.0,ORL,SG,48.0,3.0,14.8,1.1,2.8,0.383,0.8,2.1,0.356,0.3,0.7,0.469,0.519,0.1,0.3,0.583,0.4,0.9,1.3,0.6,0.5,0.3,0.4,0.9,3.0,,0.0625,0.012499999999999999,0.027083333333333334,0.010416666666666666,0.0062499999999999995,0.004464285714285714,0.0024999999999999996,0.0033854166666666668,0.010416666666666666,0.0062499999999999995,0.4152,0.5,15.0,0
467.0,Maxi Kleber,33.0,DAL,PF,34.0,4.0,18.7,1.1,2.8,0.385,0.4,1.4,0.265,0.7,1.4,0.511,0.453,0.5,0.6,0.762,0.7,2.1,2.8,1.3,0.3,0.5,0.7,1.9,3.0,,0.08823529411764706,0.03823529411764706,0.08235294117647059,0.008823529411764706,0.014705882352941176,0.0063025210084033615,0.007647058823529412,0.010294117647058823,0.008823529411764706,0.014705882352941176,0.3624,0.476,19.0,0
468.0,Taze Moore,26.0,POR,SG,2.0,0.0,10.0,1.0,5.0,0.2,0.5,2.0,0.25,0.5,3.0,0.167,0.25,0.5,1.0,0.5,2.0,2.0,4.0,0.5,1.0,0.0,1.0,0.0,3.0,,1.5,0.25,2.0,0.5,0.0,0.10714285714285714,0.05,0.25,0.5,0.0,0.2,0.439,22.0,0
469.0,Rayan Rupert,20.0,POR,SG,52.0,0.0,8.8,1.1,2.7,0.408,0.3,1.1,0.271,0.8,1.6,0.506,0.465,0.4,0.6,0.767,0.5,0.8,1.3,0.5,0.3,0.1,0.6,0.7,3.0,,0.057692307692307696,0.009615384615384616,0.025,0.005769230769230769,0.0019230769230769232,0.004120879120879121,0.0019230769230769232,0.003125,0.005769230769230769,0.0019230769230769232,0.372,0.439,22.0,0
470.0,P.J. Tucker,39.0,NYK,SF,3.0,1.0,19.3,1.0,2.3,0.429,1.0,2.0,0.5,0.0,0.3,0.0,0.643,0.0,0.0,,1.3,1.3,2.7,0.0,0.3,0.3,0.3,2.7,3.0,,1.0,0.0,0.9,0.09999999999999999,0.09999999999999999,0.07142857142857142,0.0,0.1125,0.09999999999999999,0.09999999999999999,0.5144,0.622,5.0,0
471.0,Pete Nance,24.0,2TM,C,13.0,1.0,10.6,1.1,2.5,0.438,0.7,1.8,0.375,0.4,0.6,0.625,0.578,0.1,0.2,0.5,0.4,1.2,1.6,0.8,0.2,0.2,0.3,1.3,2.9,,0.22307692307692306,0.06153846153846154,0.12307692307692308,0.015384615384615385,0.015384615384615385,0.015934065934065933,0.012307692307692308,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.4624,,,0
472.0,Markelle Fultz,26.0,SAC,PG,21.0,0.0,8.8,1.3,3.2,0.418,0.2,0.4,0.5,1.1,2.8,0.407,0.448,0.0,0.0,1.0,0.3,0.7,1.0,1.3,0.5,0.1,0.7,0.6,2.9,,0.1380952380952381,0.06190476190476191,0.047619047619047616,0.023809523809523808,0.004761904761904762,0.009863945578231293,0.012380952380952381,0.005952380952380952,0.023809523809523808,0.004761904761904762,0.3584,0.488,17.0,0
473.0,Taj Gibson,39.0,CHO,C,37.0,11.0,11.1,1.3,2.6,0.495,0.0,0.1,0.5,1.2,2.5,0.495,0.5,0.3,0.5,0.6,1.4,1.9,3.2,0.6,0.2,0.5,0.7,1.5,2.9,,0.07837837837837838,0.016216216216216217,0.08648648648648649,0.005405405405405406,0.013513513513513514,0.005598455598455599,0.0032432432432432435,0.010810810810810811,0.005405405405405406,0.013513513513513514,0.4,0.232,28.0,0
474.0,Tyler Smith,20.0,MIL,PF,23.0,0.0,5.3,1.0,2.2,0.48,0.6,1.3,0.433,0.5,0.9,0.55,0.61,0.3,0.3,0.75,0.3,0.8,1.1,0.2,0.1,0.2,0.3,0.5,2.9,,0.12608695652173912,0.008695652173913044,0.04782608695652174,0.004347826086956522,0.008695652173913044,0.009006211180124223,0.0017391304347826088,0.005978260869565218,0.004347826086956522,0.008695652173913044,0.488,0.585,11.0,0
