Rk,Player,Age,Tm,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,PPG,APG,RPG,SPG,BPG,PPG_Score,APG_Score,RPG_Score,SPG_Score,BPG_Score,eFG%_Score,win_percentage,ranking,MVP
126.0,Moritz Wagner,27.0,ORL,C,30.0,1.0,18.8,4.7,8.3,0.562,0.9,2.5,0.36,3.8,5.8,0.649,0.616,2.6,3.7,0.718,1.3,3.6,4.9,1.4,0.8,0.4,1.6,1.8,12.9,,0.43,0.04666666666666666,0.16333333333333336,0.02666666666666667,0.013333333333333334,0.030714285714285715,0.009333333333333332,0.02041666666666667,0.02666666666666667,0.013333333333333334,0.4928,0.5,15.0,0
127.0,Malcolm Brogdon,32.0,WAS,PG,24.0,13.0,23.5,4.3,10.0,0.433,0.7,2.3,0.286,3.7,7.7,0.478,0.467,3.4,3.8,0.88,0.9,2.9,3.8,4.1,0.5,0.2,1.6,1.3,12.7,,0.5291666666666667,0.1708333333333333,0.15833333333333333,0.020833333333333332,0.008333333333333333,0.037797619047619045,0.034166666666666665,0.019791666666666666,0.020833333333333332,0.008333333333333333,0.37360000000000004,0.22,29.0,0
128.0,Scoot Henderson,20.0,POR,PG,66.0,10.0,26.7,4.3,10.4,0.419,1.6,4.5,0.354,2.8,5.9,0.469,0.496,2.4,3.1,0.767,0.8,2.2,3.0,5.1,1.0,0.2,2.7,2.7,12.7,,0.19242424242424241,0.07727272727272727,0.045454545454545456,0.015151515151515152,0.0030303030303030303,0.013744588744588743,0.015454545454545453,0.005681818181818182,0.015151515151515152,0.0030303030303030303,0.3968,0.439,22.0,0
129.0,Keldon Johnson,25.0,SAS,SF,77.0,0.0,23.9,4.8,10.0,0.482,1.1,3.6,0.318,3.7,6.4,0.573,0.538,1.9,2.5,0.773,1.5,3.4,4.8,1.6,0.6,0.3,1.0,1.5,12.7,,0.16493506493506493,0.02077922077922078,0.06233766233766234,0.007792207792207792,0.003896103896103896,0.011781076066790352,0.004155844155844156,0.007792207792207792,0.007792207792207792,0.003896103896103896,0.4304,0.415,23.0,0
130.0,D'Angelo Russell,28.0,2TM,PG,58.0,36.0,25.5,4.3,11.0,0.39,1.9,6.2,0.314,2.3,4.8,0.489,0.479,2.1,2.5,0.834,0.3,2.4,2.8,5.1,1.0,0.4,1.9,2.0,12.6,,0.21724137931034482,0.08793103448275862,0.04827586206896552,0.017241379310344827,0.006896551724137932,0.015517241379310345,0.017586206896551722,0.00603448275862069,0.017241379310344827,0.006896551724137932,0.3832,,,0
131.0,Zaccharie Risacher,19.0,ATL,SF,75.0,73.0,24.6,4.8,10.4,0.458,1.6,4.6,0.355,3.1,5.8,0.54,0.537,1.4,2.0,0.711,1.1,2.4,3.6,1.2,0.7,0.5,1.2,2.0,12.6,ROY-2,0.16799999999999998,0.016,0.048,0.009333333333333332,0.006666666666666667,0.011999999999999999,0.0032,0.006,0.009333333333333332,0.006666666666666667,0.42960000000000004,0.488,16.0,0
132.0,Santi Aldama,24.0,MEM,PF,65.0,16.0,25.5,4.8,10.0,0.483,1.8,5.0,0.368,3.0,5.0,0.599,0.576,1.0,1.4,0.691,1.4,5.0,6.4,2.9,0.8,0.4,1.1,1.2,12.5,,0.19230769230769232,0.04461538461538461,0.09846153846153846,0.012307692307692308,0.006153846153846154,0.013736263736263738,0.008923076923076922,0.012307692307692308,0.012307692307692308,0.006153846153846154,0.4608,0.585,13.0,0
133.0,Ty Jerome,27.0,CLE,SG,70.0,3.0,19.9,4.6,8.8,0.516,1.6,3.6,0.439,3.0,5.2,0.57,0.606,1.8,2.1,0.872,0.7,1.8,2.5,3.4,1.1,0.0,1.3,1.5,12.5,6MOY-3,0.17857142857142858,0.04857142857142857,0.03571428571428571,0.015714285714285715,0.0,0.012755102040816327,0.009714285714285713,0.004464285714285714,0.015714285714285715,0.0,0.4848,0.78,2.0,0
134.0,Keegan Murray,24.0,SAC,PF,76.0,76.0,34.3,4.8,10.8,0.444,2.0,5.9,0.343,2.8,4.9,0.566,0.538,0.8,0.9,0.833,1.9,4.8,6.7,1.4,0.8,0.9,0.8,2.4,12.4,,0.1631578947368421,0.018421052631578946,0.0881578947368421,0.010526315789473684,0.011842105263157895,0.011654135338345865,0.003684210526315789,0.011019736842105263,0.010526315789473684,0.011842105263157895,0.4304,0.488,17.0,0
135.0,Lonnie Walker IV,26.0,PHI,SG,20.0,7.0,23.9,4.5,10.6,0.42,2.3,6.4,0.354,2.2,4.3,0.518,0.526,1.2,1.5,0.8,0.3,2.9,3.2,2.5,0.5,0.3,1.3,1.4,12.4,,0.62,0.125,0.16,0.025,0.015,0.04428571428571428,0.025,0.02,0.025,0.015,0.4208,0.293,26.0,0
136.0,Harrison Barnes,32.0,SAS,PF,82.0,82.0,27.2,4.2,8.3,0.508,1.9,4.4,0.433,2.3,3.9,0.591,0.622,2.0,2.4,0.809,1.2,2.6,3.8,1.7,0.5,0.2,0.6,0.9,12.3,,0.15000000000000002,0.020731707317073172,0.046341463414634146,0.006097560975609756,0.0024390243902439024,0.010714285714285716,0.004146341463414634,0.005792682926829268,0.006097560975609756,0.0024390243902439024,0.4976,0.415,23.0,0
137.0,Bilal Coulibaly,20.0,WAS,SF,59.0,59.0,33.0,4.5,10.6,0.421,1.1,3.8,0.281,3.4,6.8,0.5,0.472,2.3,3.1,0.746,1.5,3.4,5.0,3.4,1.3,0.7,2.1,2.4,12.3,,0.20847457627118646,0.0576271186440678,0.0847457627118644,0.022033898305084745,0.011864406779661016,0.014891041162227604,0.01152542372881356,0.01059322033898305,0.022033898305084745,0.011864406779661016,0.3776,0.22,29.0,0
138.0,Ayo Dosunmu,25.0,CHI,SG,46.0,26.0,30.3,4.8,9.8,0.492,1.3,4.1,0.328,3.5,5.7,0.612,0.561,1.3,1.7,0.785,0.6,2.9,3.5,4.5,0.9,0.4,1.5,2.3,12.3,,0.2673913043478261,0.09782608695652174,0.07608695652173914,0.01956521739130435,0.008695652173913044,0.019099378881987577,0.01956521739130435,0.009510869565217392,0.01956521739130435,0.008695652173913044,0.44880000000000003,0.476,18.0,0
139.0,Daniel Gafford,26.0,DAL,C,57.0,31.0,21.5,5.0,7.1,0.702,0.0,0.0,,5.0,7.1,0.702,0.702,2.4,3.4,0.689,2.7,4.1,6.8,1.4,0.4,1.8,1.2,2.7,12.3,,0.21578947368421053,0.02456140350877193,0.11929824561403508,0.007017543859649123,0.031578947368421054,0.015413533834586466,0.004912280701754386,0.014912280701754385,0.007017543859649123,0.031578947368421054,0.5616,0.476,19.0,0
140.0,Jaden McDaniels,24.0,MIN,PF,82.0,82.0,31.9,4.9,10.2,0.477,1.2,3.7,0.33,3.6,6.5,0.561,0.537,1.3,1.6,0.813,1.6,4.2,5.7,2.0,1.3,0.9,1.2,2.7,12.2,,0.14878048780487804,0.024390243902439025,0.06951219512195123,0.015853658536585366,0.010975609756097562,0.010627177700348432,0.004878048780487805,0.008689024390243903,0.015853658536585366,0.010975609756097562,0.42960000000000004,0.598,10.0,0
141.0,Jabari Smith Jr.,21.0,HOU,PF,57.0,39.0,30.1,4.4,9.9,0.438,1.7,4.9,0.354,2.6,5.1,0.519,0.525,1.8,2.2,0.825,1.8,5.2,7.0,1.1,0.4,0.7,1.1,2.2,12.2,,0.21403508771929824,0.01929824561403509,0.12280701754385964,0.007017543859649123,0.012280701754385965,0.015288220551378446,0.0038596491228070177,0.015350877192982455,0.007017543859649123,0.012280701754385965,0.42000000000000004,0.634,4.0,0
142.0,Caris LeVert,30.0,2TM,SG,64.0,3.0,24.9,4.4,9.4,0.467,1.7,4.4,0.373,2.7,4.9,0.552,0.556,1.7,2.4,0.71,0.6,2.5,3.2,3.4,0.9,0.5,1.2,1.5,12.1,,0.1890625,0.053125,0.05,0.0140625,0.0078125,0.013504464285714285,0.010624999999999999,0.00625,0.0140625,0.0078125,0.44480000000000003,,,0
143.0,Drew Timme,24.0,BRK,PF,9.0,2.0,28.2,5.0,11.3,0.441,1.0,3.9,0.257,4.0,7.4,0.537,0.485,1.1,1.8,0.625,1.9,5.3,7.2,2.2,0.4,0.1,1.7,2.3,12.1,,1.3444444444444443,0.24444444444444446,0.8,0.044444444444444446,0.011111111111111112,0.09603174603174602,0.04888888888888889,0.1,0.044444444444444446,0.011111111111111112,0.388,0.317,25.0,0
144.0,Tari Eason,23.0,HOU,PF,57.0,16.0,24.9,4.8,9.8,0.487,1.1,3.2,0.342,3.7,6.6,0.557,0.543,1.4,1.8,0.76,2.2,4.1,6.4,1.5,1.7,0.9,1.1,2.4,12.0,,0.21052631578947367,0.02631578947368421,0.11228070175438597,0.02982456140350877,0.015789473684210527,0.015037593984962405,0.005263157894736842,0.014035087719298246,0.02982456140350877,0.015789473684210527,0.4344,0.634,4.0,0
145.0,Rudy Gobert,32.0,MIN,C,72.0,72.0,33.2,4.7,7.1,0.669,0.0,0.0,,4.7,7.1,0.669,0.669,2.6,3.8,0.674,3.7,7.2,10.9,1.8,0.8,1.4,1.2,2.5,12.0,"DPOY-13,DEF2",0.16666666666666666,0.025,0.1513888888888889,0.011111111111111112,0.019444444444444445,0.011904761904761904,0.005,0.018923611111111113,0.011111111111111112,0.019444444444444445,0.5352,0.598,10.0,0
146.0,Aaron Nesmith,25.0,IND,SF,45.0,37.0,25.0,4.3,8.4,0.507,1.9,4.3,0.431,2.4,4.1,0.587,0.617,1.6,1.8,0.913,0.8,3.1,4.0,1.2,0.8,0.4,0.8,2.5,12.0,,0.26666666666666666,0.026666666666666665,0.08888888888888889,0.017777777777777778,0.008888888888888889,0.019047619047619046,0.005333333333333333,0.011111111111111112,0.017777777777777778,0.008888888888888889,0.4936,0.61,6.0,0
147.0,Aaron Wiggins,26.0,OKC,SG,76.0,26.0,22.9,4.7,9.6,0.488,1.7,4.5,0.383,3.0,5.1,0.578,0.577,1.0,1.2,0.831,1.1,2.8,3.9,1.8,0.8,0.2,0.9,1.3,12.0,,0.15789473684210525,0.02368421052631579,0.05131578947368421,0.010526315789473684,0.002631578947368421,0.011278195488721804,0.004736842105263158,0.006414473684210526,0.010526315789473684,0.002631578947368421,0.46159999999999995,0.829,1.0,0
148.0,Khris Middleton,33.0,2TM,SF,37.0,21.0,22.8,4.3,9.1,0.475,1.3,3.6,0.361,3.0,5.5,0.549,0.546,1.9,2.3,0.857,0.4,3.4,3.7,4.1,0.9,0.2,1.5,2.0,11.9,,0.3216216216216216,0.1108108108108108,0.1,0.024324324324324326,0.005405405405405406,0.02297297297297297,0.02216216216216216,0.0125,0.024324324324324326,0.005405405405405406,0.4368,,,0
149.0,Jalen Duren,21.0,DET,C,78.0,78.0,26.1,4.8,7.0,0.692,0.0,0.0,,4.8,7.0,0.692,0.692,2.1,3.1,0.669,3.6,6.8,10.3,2.7,0.7,1.1,1.7,3.2,11.8,,0.1512820512820513,0.03461538461538462,0.13205128205128205,0.008974358974358974,0.014102564102564105,0.010805860805860807,0.006923076923076923,0.016506410256410257,0.008974358974358974,0.014102564102564105,0.5536,0.537,14.0,0
150.0,Donte DiVincenzo,28.0,MIN,SG,62.0,10.0,25.9,4.0,9.6,0.422,2.8,7.1,0.397,1.2,2.5,0.49,0.568,0.8,1.0,0.778,0.5,3.2,3.7,3.6,1.2,0.3,1.6,1.8,11.7,,0.18870967741935482,0.05806451612903226,0.05967741935483871,0.01935483870967742,0.004838709677419355,0.01347926267281106,0.011612903225806452,0.007459677419354839,0.01935483870967742,0.004838709677419355,0.45439999999999997,0.598,10.0,0
151.0,Brandin Podziemski,21.0,GSW,SG,64.0,33.0,26.8,4.4,9.8,0.445,1.8,4.8,0.372,2.6,5.0,0.516,0.537,1.1,1.5,0.758,1.0,4.1,5.1,3.4,1.1,0.2,1.2,1.5,11.7,,0.1828125,0.053125,0.0796875,0.0171875,0.003125,0.013058035714285713,0.010624999999999999,0.0099609375,0.0171875,0.003125,0.42960000000000004,0.585,12.0,0
152.0,Corey Kispert,25.0,WAS,SF,61.0,0.0,26.3,4.2,9.3,0.451,2.0,5.4,0.364,2.2,3.9,0.574,0.558,1.2,1.4,0.852,0.6,2.4,3.0,1.7,0.4,0.2,1.0,1.6,11.6,,0.1901639344262295,0.027868852459016394,0.04918032786885246,0.006557377049180328,0.003278688524590164,0.013583138173302107,0.005573770491803279,0.006147540983606557,0.006557377049180328,0.003278688524590164,0.4464,0.22,29.0,0
153.0,Jeremy Sochan,21.0,SAS,PF,54.0,23.0,25.3,4.6,8.7,0.535,0.5,1.7,0.308,4.1,7.0,0.59,0.565,1.6,2.3,0.696,2.4,4.2,6.5,2.4,0.8,0.5,1.6,2.4,11.4,,0.2111111111111111,0.044444444444444446,0.12037037037037036,0.014814814814814815,0.009259259259259259,0.01507936507936508,0.008888888888888889,0.015046296296296295,0.014814814814814815,0.009259259259259259,0.45199999999999996,0.415,23.0,0
154.0,Toumani Camara,24.0,POR,PF,78.0,78.0,32.7,4.2,9.2,0.458,1.7,4.6,0.375,2.5,4.6,0.542,0.552,1.2,1.6,0.722,2.2,3.6,5.8,2.2,1.5,0.6,1.4,2.9,11.3,"DPOY-9,DEF2",0.14487179487179488,0.02820512820512821,0.07435897435897436,0.019230769230769232,0.007692307692307692,0.01034798534798535,0.0056410256410256415,0.009294871794871795,0.019230769230769232,0.007692307692307692,0.44160000000000005,0.439,22.0,0
155.0,Isaiah Hartenstein,26.0,OKC,C,57.0,53.0,27.9,4.9,8.4,0.581,0.0,0.3,0.0,4.9,8.1,0.605,0.581,1.4,2.1,0.675,2.9,7.9,10.7,3.8,0.8,1.1,1.7,3.0,11.2,,0.19649122807017544,0.06666666666666667,0.18771929824561404,0.014035087719298246,0.01929824561403509,0.014035087719298246,0.013333333333333332,0.023464912280701754,0.014035087719298246,0.01929824561403509,0.4648,0.829,1.0,0
156.0,Buddy Hield,32.0,GSW,SG,82.0,22.0,22.7,4.0,9.6,0.417,2.5,6.7,0.37,1.5,2.9,0.527,0.546,0.6,0.8,0.828,0.6,2.6,3.2,1.6,0.8,0.3,1.1,1.6,11.1,,0.1353658536585366,0.01951219512195122,0.03902439024390244,0.00975609756097561,0.0036585365853658534,0.009668989547038329,0.003902439024390244,0.004878048780487805,0.00975609756097561,0.0036585365853658534,0.4368,0.585,12.0,0
157.0,Jrue Holiday,34.0,BOS,PG,62.0,62.0,30.6,4.1,9.2,0.443,1.7,4.9,0.353,2.4,4.3,0.547,0.538,1.1,1.2,0.909,1.2,3.0,4.3,3.9,1.1,0.4,1.2,1.6,11.1,,0.17903225806451611,0.06290322580645161,0.06935483870967742,0.017741935483870968,0.0064516129032258064,0.012788018433179723,0.012580645161290321,0.008669354838709677,0.017741935483870968,0.0064516129032258064,0.4304,0.744,3.0,0
158.0,Walker Kessler,23.0,UTA,C,58.0,58.0,30.0,4.8,7.2,0.663,0.1,0.6,0.176,4.7,6.6,0.706,0.671,1.4,2.6,0.52,4.6,7.6,12.2,1.7,0.6,2.4,1.5,2.2,11.1,,0.19137931034482758,0.029310344827586206,0.21034482758620687,0.010344827586206896,0.041379310344827586,0.013669950738916256,0.0058620689655172415,0.02629310344827586,0.010344827586206896,0.041379310344827586,0.5368,0.207,30.0,0
159.0,Gary Trent Jr.,26.0,MIL,SG,74.0,9.0,25.6,3.8,8.9,0.431,2.4,5.9,0.416,1.4,3.0,0.46,0.568,1.1,1.2,0.848,0.3,2.0,2.3,1.2,1.0,0.1,0.6,1.7,11.1,,0.15,0.016216216216216217,0.03108108108108108,0.013513513513513514,0.0013513513513513514,0.010714285714285714,0.0032432432432432435,0.003885135135135135,0.013513513513513514,0.0013513513513513514,0.45439999999999997,0.585,11.0,0
160.0,Spencer Dinwiddie,31.0,DAL,PG,79.0,30.0,27.0,3.6,8.6,0.416,1.4,4.1,0.334,2.2,4.5,0.492,0.496,2.5,3.1,0.802,0.2,2.4,2.6,4.4,0.9,0.2,1.3,1.5,11.0,,0.13924050632911392,0.055696202531645575,0.03291139240506329,0.01139240506329114,0.002531645569620253,0.009945750452079566,0.011139240506329116,0.004113924050632912,0.01139240506329114,0.002531645569620253,0.3968,0.476,19.0,0
161.0,Tim Hardaway Jr.,32.0,DET,SG,77.0,77.0,28.0,3.6,8.8,0.406,2.2,5.9,0.368,1.4,2.9,0.484,0.529,1.6,1.9,0.855,0.2,2.1,2.4,1.6,0.5,0.1,0.6,1.2,11.0,,0.14285714285714285,0.02077922077922078,0.03116883116883117,0.006493506493506494,0.0012987012987012987,0.01020408163265306,0.004155844155844156,0.003896103896103896,0.006493506493506494,0.0012987012987012987,0.4232,0.537,14.0,0
162.0,Duncan Robinson,30.0,MIA,SF,74.0,37.0,24.1,3.9,9.0,0.437,2.6,6.5,0.393,1.4,2.4,0.556,0.581,0.6,0.7,0.887,0.2,2.0,2.3,2.4,0.5,0.1,1.2,1.8,11.0,,0.14864864864864866,0.032432432432432434,0.03108108108108108,0.006756756756756757,0.0013513513513513514,0.010617760617760619,0.006486486486486487,0.003885135135135135,0.006756756756756757,0.0013513513513513514,0.4648,0.451,20.0,0
163.0,Guerschon Yabusele,29.0,PHI,C,70.0,43.0,27.1,4.0,8.0,0.501,1.5,3.9,0.38,2.5,4.1,0.616,0.593,1.4,2.0,0.725,1.9,3.7,5.6,2.1,0.8,0.3,1.2,2.3,11.0,,0.15714285714285714,0.030000000000000002,0.08,0.011428571428571429,0.004285714285714286,0.011224489795918367,0.006,0.01,0.011428571428571429,0.004285714285714286,0.4744,0.293,26.0,0
164.0,Brice Sensabaugh,21.0,UTA,SF,71.0,15.0,20.2,3.9,8.4,0.459,2.2,5.2,0.422,1.7,3.2,0.52,0.59,0.9,1.0,0.89,0.6,2.4,3.0,1.5,0.6,0.1,1.5,1.6,10.9,,0.1535211267605634,0.02112676056338028,0.04225352112676056,0.008450704225352112,0.0014084507042253522,0.010965794768611672,0.004225352112676056,0.00528169014084507,0.008450704225352112,0.0014084507042253522,0.472,0.207,30.0,0
165.0,Bogdan Bogdanović,32.0,2TM,SG,54.0,4.0,25.0,3.9,9.1,0.427,1.9,5.4,0.363,1.9,3.8,0.517,0.534,1.1,1.2,0.879,0.4,2.5,2.9,2.7,0.8,0.2,1.4,2.4,10.8,,0.2,0.05,0.053703703703703705,0.014814814814814815,0.003703703703703704,0.014285714285714287,0.01,0.006712962962962963,0.014814814814814815,0.003703703703703704,0.4272,,,0
166.0,Jordan Hawkins,22.0,NOP,SG,56.0,9.0,23.6,3.7,9.9,0.372,2.0,5.9,0.331,1.7,4.0,0.433,0.471,1.4,1.8,0.816,0.4,2.4,2.8,1.2,0.5,0.4,1.0,0.9,10.8,,0.19285714285714287,0.02142857142857143,0.049999999999999996,0.008928571428571428,0.0071428571428571435,0.013775510204081633,0.004285714285714286,0.0062499999999999995,0.008928571428571428,0.0071428571428571435,0.37679999999999997,0.256,27.0,0
167.0,Brandon Boston Jr.,23.0,NOP,SG,42.0,10.0,23.6,4.0,9.1,0.436,1.2,3.3,0.35,2.8,5.7,0.485,0.5,1.6,2.0,0.788,0.7,2.5,3.2,2.2,1.3,0.2,1.2,1.7,10.7,,0.25476190476190474,0.05238095238095238,0.0761904761904762,0.030952380952380953,0.004761904761904762,0.018197278911564623,0.010476190476190476,0.009523809523809525,0.030952380952380953,0.004761904761904762,0.4,0.256,27.0,0
168.0,Nikola Jović,21.0,MIA,PF,46.0,10.0,25.1,3.7,8.2,0.456,1.7,4.6,0.371,2.0,3.6,0.563,0.56,1.6,1.9,0.828,0.6,3.3,3.9,2.8,0.8,0.3,1.3,1.8,10.7,,0.2326086956521739,0.0608695652173913,0.08478260869565217,0.017391304347826087,0.006521739130434782,0.016614906832298135,0.01217391304347826,0.010597826086956521,0.017391304347826087,0.006521739130434782,0.44800000000000006,0.451,20.0,0
169.0,Grayson Allen,29.0,PHO,SG,64.0,7.0,24.1,3.4,7.6,0.448,2.3,5.5,0.426,1.1,2.2,0.504,0.6,1.5,1.8,0.816,0.5,2.5,3.0,2.1,0.8,0.3,1.2,1.5,10.6,,0.165625,0.0328125,0.046875,0.0125,0.0046875,0.011830357142857142,0.006562500000000001,0.005859375,0.0125,0.0046875,0.48,0.439,21.0,0
170.0,Keon Johnson,22.0,BRK,SG,79.0,56.0,24.4,3.8,9.9,0.389,1.6,5.1,0.314,2.2,4.8,0.468,0.47,1.4,1.8,0.77,0.8,3.0,3.8,2.2,1.0,0.4,1.5,2.6,10.6,,0.1341772151898734,0.027848101265822787,0.04810126582278481,0.012658227848101266,0.005063291139240506,0.009584086799276673,0.005569620253164558,0.006012658227848101,0.012658227848101266,0.005063291139240506,0.376,0.317,25.0,0
171.0,Terry Rozier,30.0,MIA,PG,64.0,23.0,25.9,3.9,9.9,0.391,1.4,4.8,0.295,2.5,5.1,0.48,0.462,1.4,1.7,0.852,0.7,3.0,3.7,2.6,0.6,0.2,1.2,1.1,10.6,,0.165625,0.040625,0.0578125,0.009375,0.003125,0.011830357142857142,0.008125,0.0072265625,0.009375,0.003125,0.36960000000000004,0.451,20.0,0
172.0,Obi Toppin,26.0,IND,PF,79.0,4.0,19.6,4.0,7.6,0.529,1.4,3.8,0.365,2.6,3.8,0.695,0.621,1.1,1.4,0.781,0.7,3.3,4.0,1.6,0.6,0.4,0.9,1.4,10.5,,0.13291139240506328,0.020253164556962026,0.05063291139240506,0.007594936708860759,0.005063291139240506,0.009493670886075948,0.004050632911392405,0.006329113924050633,0.007594936708860759,0.005063291139240506,0.4968,0.61,6.0,0
173.0,Jonas Valančiūnas,32.0,2TM,C,81.0,21.0,18.8,4.3,7.7,0.55,0.1,0.5,0.216,4.2,7.3,0.571,0.557,1.8,2.0,0.879,2.3,5.4,7.7,2.0,0.5,0.6,1.5,2.2,10.4,,0.12839506172839507,0.024691358024691357,0.09506172839506173,0.006172839506172839,0.007407407407407407,0.009171075837742505,0.0049382716049382715,0.011882716049382716,0.006172839506172839,0.007407407407407407,0.44560000000000005,,,0
174.0,Ochai Agbaji,24.0,TOR,SG,64.0,45.0,27.2,4.2,8.3,0.498,1.6,4.0,0.399,2.6,4.4,0.587,0.593,0.5,0.8,0.708,1.0,2.8,3.8,1.5,0.9,0.5,0.8,2.0,10.4,,0.1625,0.0234375,0.059375,0.0140625,0.0078125,0.011607142857142858,0.0046875,0.007421875,0.0140625,0.0078125,0.4744,0.366,24.0,0
175.0,Jaylen Wells,21.0,MEM,SG,79.0,74.0,25.9,3.6,8.6,0.425,1.7,5.0,0.352,1.9,3.6,0.525,0.527,1.4,1.7,0.822,1.1,2.3,3.4,1.7,0.6,0.1,0.9,1.8,10.4,ROY-3,0.13164556962025317,0.021518987341772152,0.043037974683544304,0.007594936708860759,0.0012658227848101266,0.009403254972875226,0.004303797468354431,0.005379746835443038,0.007594936708860759,0.0012658227848101266,0.42160000000000003,0.585,13.0,0
176.0,Grant Williams,26.0,CHO,PF,16.0,7.0,29.9,3.4,7.7,0.439,1.7,4.6,0.365,1.7,3.1,0.551,0.549,1.9,2.3,0.838,1.1,4.0,5.1,2.3,1.1,0.8,1.8,2.9,10.4,,0.65,0.14375,0.31875,0.06875,0.05,0.04642857142857143,0.028749999999999998,0.03984375,0.06875,0.05,0.43920000000000003,0.232,28.0,0
177.0,Kevin Porter Jr.,24.0,2TM,SG,75.0,4.0,19.8,3.9,8.7,0.449,0.7,2.4,0.311,3.2,6.3,0.501,0.492,1.7,2.3,0.769,0.6,3.1,3.7,3.4,1.1,0.2,1.8,1.6,10.3,,0.13733333333333334,0.04533333333333333,0.04933333333333333,0.014666666666666668,0.002666666666666667,0.00980952380952381,0.009066666666666666,0.006166666666666667,0.014666666666666668,0.002666666666666667,0.3936,,,0
178.0,Jose Alvarado,26.0,NOP,PG,56.0,23.0,24.4,3.6,9.3,0.392,2.0,5.5,0.359,1.7,3.8,0.439,0.498,1.1,1.3,0.811,0.5,1.9,2.4,4.6,1.3,0.3,1.5,1.6,10.3,,0.18392857142857144,0.08214285714285714,0.04285714285714286,0.023214285714285715,0.005357142857142857,0.013137755102040818,0.016428571428571428,0.005357142857142857,0.023214285714285715,0.005357142857142857,0.3984,0.256,27.0,0
179.0,Nic Claxton,25.0,BRK,C,70.0,62.0,26.9,4.6,8.1,0.563,0.1,0.3,0.238,4.5,7.8,0.576,0.568,1.1,2.2,0.513,2.2,5.1,7.4,2.2,0.9,1.4,1.2,2.1,10.3,,0.14714285714285716,0.03142857142857143,0.10571428571428572,0.012857142857142857,0.02,0.010510204081632654,0.006285714285714286,0.013214285714285715,0.012857142857142857,0.02,0.45439999999999997,0.317,25.0,0
180.0,Herbert Jones,26.0,NOP,SF,20.0,20.0,32.4,3.8,8.6,0.436,1.1,3.6,0.306,2.7,5.0,0.53,0.5,1.7,2.0,0.825,1.1,2.8,3.9,3.3,1.9,0.5,1.8,3.3,10.3,,0.515,0.16499999999999998,0.195,0.095,0.025,0.03678571428571429,0.032999999999999995,0.024375,0.095,0.025,0.4,0.256,27.0,0
181.0,De'Anthony Melton,26.0,GSW,SG,6.0,2.0,20.2,3.7,9.0,0.407,2.2,5.8,0.371,1.5,3.2,0.474,0.528,0.8,1.3,0.625,1.0,2.3,3.3,2.8,1.2,0.3,1.7,3.0,10.3,,1.7166666666666668,0.4666666666666666,0.5499999999999999,0.19999999999999998,0.049999999999999996,0.12261904761904763,0.09333333333333332,0.06874999999999999,0.19999999999999998,0.049999999999999996,0.4224,0.585,12.0,0
182.0,Isaiah Joe,25.0,OKC,SG,74.0,16.0,21.7,3.5,7.9,0.44,2.6,6.3,0.412,0.9,1.6,0.549,0.604,0.6,0.8,0.821,0.6,2.1,2.6,1.6,0.6,0.1,0.5,1.5,10.2,,0.13783783783783782,0.021621621621621623,0.03513513513513514,0.008108108108108109,0.0013513513513513514,0.009845559845559845,0.004324324324324324,0.004391891891891892,0.008108108108108109,0.0013513513513513514,0.48319999999999996,0.829,1.0,0
183.0,Tyus Jones,28.0,PHO,PG,81.0,58.0,26.8,3.8,8.4,0.448,2.0,5.0,0.414,1.7,3.5,0.496,0.57,0.6,0.7,0.895,0.5,1.9,2.4,5.3,0.9,0.1,1.1,0.8,10.2,,0.1259259259259259,0.0654320987654321,0.029629629629629627,0.011111111111111112,0.0012345679012345679,0.008994708994708995,0.01308641975308642,0.0037037037037037034,0.011111111111111112,0.0012345679012345679,0.45599999999999996,0.439,21.0,0
184.0,Trendon Watford,24.0,BRK,PF,44.0,6.0,20.8,3.7,8.0,0.469,0.7,2.0,0.33,3.1,6.0,0.515,0.51,2.1,2.8,0.762,0.8,2.8,3.6,2.6,0.6,0.3,1.9,2.2,10.2,,0.2318181818181818,0.05909090909090909,0.08181818181818182,0.013636363636363636,0.006818181818181818,0.016558441558441557,0.011818181818181818,0.010227272727272727,0.013636363636363636,0.006818181818181818,0.40800000000000003,0.317,25.0,0
185.0,Keion Brooks Jr.,24.0,NOP,SF,14.0,6.0,23.7,3.8,7.8,0.486,1.0,3.1,0.326,2.8,4.7,0.591,0.55,1.6,2.1,0.733,0.9,3.3,4.1,0.9,0.7,0.7,0.9,2.1,10.1,,0.7214285714285714,0.0642857142857143,0.2928571428571428,0.049999999999999996,0.049999999999999996,0.05153061224489796,0.012857142857142859,0.03660714285714285,0.049999999999999996,0.049999999999999996,0.44000000000000006,0.256,27.0,0
186.0,Luguentz Dort,25.0,OKC,SF,71.0,71.0,29.2,3.6,8.4,0.435,2.4,5.8,0.412,1.2,2.5,0.489,0.578,0.5,0.6,0.717,1.3,2.9,4.1,1.6,1.1,0.5,0.7,2.9,10.1,"DPOY-4,DEF1",0.14225352112676057,0.022535211267605635,0.05774647887323943,0.015492957746478875,0.007042253521126761,0.010160965794768611,0.004507042253521127,0.007218309859154929,0.015492957746478875,0.007042253521126761,0.4624,0.829,1.0,0
